,rate
3252,4.1
26813,3.4
48545,3.0
15884,3.3
8386,3.5
27148,3.0
10491,3.5
6656,3.4
936,3.6
14726,3.1
49105,4.0
26975,3.9
29719,3.4
43795,3.7
6427,3.4
49678,4.2
19987,4.0
37299,3.5
2444,3.6
34916,3.7
9267,4.1
2402,4.2
36602,4.3
35434,3.6
19331,4.4
23739,3.1
5628,4.0
33186,2.8
33104,4.1
25002,3.5
26181,3.7
35189,3.9
7040,3.9
35956,3.4
35371,3.6
48567,4.5
36003,3.0
12718,2.7
7885,4.7
17738,3.9
48930,3.4
42227,3.0
16183,3.9
11395,3.6
31374,3.8
27491,3.5
35586,3.8
16663,3.6
47086,2.9
40931,3.8
39993,3.2
48244,4.2
13605,3.3
40986,3.8
25340,3.8
3541,4.4
11150,4.2
37696,2.8
3525,3.8
28097,3.9
17054,3.6
26501,4.1
12795,3.8
1836,3.9
10974,4.2
22587,3.3
28989,3.7
15931,3.9
27796,3.1
35334,4.2
27600,3.1
7636,3.7
34999,3.9
42224,3.8
40683,3.8
34653,3.9
225,3.6
12325,4.2
49740,3.6
50627,3.6
41480,3.1
20250,3.7
6124,4.2
13741,3.3
10392,4.4
38760,3.7
6142,4.1
46568,3.6
30918,3.8
42925,4.1
23015,3.4
44861,4.1
4587,3.8
30860,3.5
10522,3.5
9785,3.1
8602,3.9
50207,2.5
5531,4.0
26753,4.1
24173,3.7
20576,3.0
35616,3.5
41460,3.7
10714,3.3
12591,4.1
31597,3.6
35003,3.7
23984,4.3
49489,3.0
43825,4.4
39819,3.3
4604,3.2
11303,2.8
6393,3.7
3791,3.0
51536,3.1
39383,3.5
33468,3.5
37611,4.5
37685,4.3
45899,4.1
29556,3.2
7397,3.7
11138,4.0
24549,3.3
33949,4.4
48281,3.8
35346,4.0
47706,4.3
20013,3.7
37949,3.1
9810,3.7
33042,3.5
12921,3.5
15980,4.0
47776,4.4
46889,4.1
22740,4.1
36756,4.1
10142,3.4
31726,4.1
5146,4.3
1558,2.9
19445,3.9
32472,3.8
25068,3.4
13235,4.3
48172,4.5
14272,3.8
45869,4.0
33019,3.4
48938,3.7
22040,3.9
929,3.4
6672,3.9
41433,3.8
34868,4.1
43723,4.1
14906,3.9
23118,3.6
8500,3.6
12652,4.1
6721,4.0
25831,3.3
2671,3.5
28995,3.5
27424,3.9
33836,3.7
10480,4.0
31306,4.0
3964,4.0
37738,4.4
47726,3.3
19681,4.1
15131,3.3
27585,3.5
26309,3.9
2848,2.6
29343,4.2
28133,2.9
33706,3.9
5845,4.0
17713,3.2
32092,3.3
7184,3.9
34576,3.4
39179,4.3
32363,3.8
19598,4.0
45364,2.7
7723,2.9
34824,4.0
7418,3.7
28438,4.1
10635,3.9
40937,4.1
48429,4.0
19857,3.6
36293,3.5
32908,4.3
35551,3.5
39830,4.3
32189,3.6
31805,3.9
50606,2.9
43786,3.1
25463,2.3
48997,4.1
22769,3.3
32652,4.2
24665,3.2
31205,3.6
26512,3.9
48397,3.7
41789,3.8
34067,3.9
4143,3.0
27923,3.6
4093,4.1
37593,3.9
7773,3.6
3605,3.8
30525,3.9
8222,3.8
42657,3.5
21971,3.0
16299,4.0
16955,3.8
16714,3.3
36772,4.2
20651,3.6
443,3.9
4837,3.8
11455,4.4
18992,3.3
10508,3.6
25829,3.4
20874,4.0
45101,3.4
11688,3.1
47757,2.8
29766,3.8
8065,3.1
41392,3.4
6085,4.6
522,3.4
21513,2.7
12521,4.3
16816,4.4
30989,3.6
40757,3.4
11226,3.0
37140,3.8
18702,4.2
8812,4.0
26529,3.4
43562,3.7
12955,3.3
49650,3.8
9233,3.6
10875,4.5
44744,4.0
48129,3.4
6398,3.3
47974,3.5
36806,4.3
42533,4.1
5297,4.0
10192,4.0
49013,3.3
28629,3.6
3739,4.1
21831,3.0
38417,3.7
30270,4.1
51654,4.2
25522,4.0
31568,3.6
22502,4.2
34764,4.2
5573,3.6
17032,3.8
37841,4.0
24378,2.8
43567,3.2
45707,3.8
41134,3.0
43039,4.0
40070,4.0
27872,3.7
9016,3.8
45520,3.3
38287,3.7
2987,3.2
6189,3.9
40399,3.5
21530,3.0
9585,3.6
43131,3.5
32559,3.4
32061,4.4
8100,3.6
18729,4.0
28064,3.1
36993,3.7
45554,4.0
44153,3.7
44909,4.0
18878,4.1
16857,4.1
33860,3.9
6007,3.6
38685,4.1
10890,4.6
12425,3.9
32511,4.0
22871,3.5
42966,3.1
47535,3.9
45802,4.4
24843,4.0
33291,3.2
17960,4.0
2788,3.8
28347,3.8
47520,3.8
42241,4.3
10004,3.3
13220,4.2
49203,4.3
1002,3.4
49680,3.4
47095,3.7
7861,3.2
39785,2.9
38853,3.0
19123,4.2
5136,4.2
22412,3.2
31719,3.5
26038,3.0
31288,4.0
25457,3.6
8283,4.3
41637,3.8
45939,3.8
17442,3.1
45659,4.0
16856,4.5
14411,3.6
11725,4.3
40119,4.3
42294,3.6
40371,3.3
48025,3.5
25416,2.7
35899,3.8
35607,3.9
28118,3.1
19509,4.1
48292,2.0
42414,4.3
51425,3.4
32843,3.9
12513,4.4
23358,3.4
21753,4.7
17667,3.4
11545,4.3
25146,3.8
11462,4.6
25356,3.6
18920,3.8
42311,3.9
28474,4.1
6426,3.2
46510,3.2
5493,3.8
29257,3.7
16811,3.7
32415,3.1
28864,3.5
18591,3.4
41498,4.3
42047,3.7
4246,3.2
36948,4.0
17493,4.1
22306,3.8
43974,4.2
17101,3.8
25331,3.4
19730,3.7
6617,4.4
23238,3.7
38636,4.2
36599,4.1
29775,4.3
35942,4.1
39667,4.3
43634,3.7
22314,4.1
14232,3.3
51282,3.4
38866,3.6
28358,3.5
36441,4.2
868,4.7
31062,4.2
3528,3.7
22253,4.2
50324,4.1
35625,3.7
31988,4.1
34164,3.5
13637,3.7
41934,3.3
28981,3.4
17514,4.6
15629,2.7
31715,3.7
18214,4.3
1984,3.2
21980,4.1
1515,2.9
34974,3.9
36527,3.5
4719,3.3
11447,3.0
19,3.1
27890,3.5
38846,3.5
6231,3.1
26992,4.0
36869,4.0
2920,3.9
28813,3.4
47411,4.0
25312,3.2
35793,3.6
35288,3.7
26942,4.3
20665,4.2
12890,4.0
13681,3.7
14985,3.6
2508,4.2
38051,4.1
4131,4.2
19595,3.6
32127,4.2
4484,4.1
31510,3.2
39292,3.2
5495,4.6
3464,4.0
9025,2.6
8936,3.4
8574,3.4
31093,4.4
29540,3.8
14708,3.7
24789,3.4
26757,3.6
47957,3.2
25027,3.5
34179,3.3
42823,3.5
4549,3.9
11848,4.4
44978,3.9
34918,3.4
15382,3.8
22784,3.7
30273,3.2
28980,3.6
36349,3.0
40992,3.9
11119,4.0
14115,3.8
48014,3.9
11500,4.5
15683,3.1
40176,4.2
11751,3.8
47042,3.5
6159,3.9
152,4.1
49917,3.4
23665,4.0
9195,4.1
24600,3.9
39074,3.1
22190,3.7
14900,4.1
14306,3.7
35644,3.7
15800,3.9
36442,4.1
27869,4.0
19425,4.0
26541,4.0
23006,3.7
33589,3.2
13338,3.9
40716,3.4
2934,2.5
24554,3.2
4535,3.6
32139,4.2
16482,3.8
19870,3.5
16018,3.7
37271,2.6
23677,3.1
15019,3.7
31519,3.5
15510,4.2
21653,3.1
29203,3.9
17591,3.9
39478,3.7
7415,3.8
29157,3.0
27513,3.4
23324,4.0
45163,3.3
9951,4.2
13350,2.9
47311,3.8
51647,4.1
555,4.0
39729,3.2
16287,3.7
16400,3.7
40482,4.5
8825,3.4
20873,4.2
11183,3.8
47064,3.7
44064,3.9
45863,3.9
24197,4.2
6773,2.9
30591,3.4
3886,3.9
38117,3.6
26195,3.4
27829,3.1
7406,3.5
16617,3.1
35199,3.7
11490,4.1
48464,3.7
17793,3.0
2627,4.2
39983,3.3
26649,4.1
34850,3.7
51520,3.7
25298,3.7
48982,3.9
49286,4.0
15067,3.3
5982,2.9
8617,3.7
17678,4.0
41115,3.9
36799,3.9
40016,3.7
29118,3.6
30915,3.5
15923,2.9
21844,4.1
28479,4.1
41510,3.9
7292,3.2
15966,3.9
50989,3.6
19690,3.4
34305,3.8
1081,3.5
25381,3.8
49601,3.9
145,4.0
50387,3.6
51144,4.1
9337,4.2
25268,3.5
48191,4.3
39765,3.7
3091,3.0
32103,4.7
14905,4.0
49586,3.4
27452,3.4
41717,3.1
43329,4.3
41117,2.9
31894,3.4
37184,3.8
47811,3.1
29682,4.1
34169,3.8
11630,4.2
37985,3.7
1126,3.8
44447,4.0
16323,3.9
49651,2.9
49523,3.5
4098,3.2
22302,4.1
20602,4.3
2122,3.0
50407,3.3
31121,4.0
14150,3.5
22211,3.2
24839,4.5
35110,3.6
12443,3.5
32705,3.9
9430,3.8
36323,3.6
7529,3.6
21245,3.4
43962,3.6
35951,3.3
16516,3.7
8341,4.7
20041,4.1
11758,4.4
25868,3.1
30017,3.9
33666,4.2
22630,3.5
26531,4.2
37106,4.3
37280,3.0
31132,3.9
33026,3.5
15526,3.2
50180,3.7
20272,4.2
41507,3.2
43320,4.5
14643,3.8
26848,3.2
35634,3.9
26335,4.0
22457,3.6
24864,3.6
6595,4.1
23197,4.0
36120,2.7
11096,3.9
31197,3.9
19617,3.7
44497,3.7
12655,4.0
21399,4.0
22248,3.9
29796,3.4
43406,4.0
9357,4.4
13373,3.9
34930,3.9
23160,4.1
41558,3.8
26229,3.6
8287,3.9
45960,3.5
16532,2.8
43377,4.2
51279,3.8
49735,3.1
3088,3.5
45670,3.9
18611,4.1
6585,3.1
16186,3.3
34222,3.7
14141,3.6
20394,3.3
23285,3.4
12785,3.5
41108,2.6
43995,3.7
12885,4.1
18794,3.9
12133,3.6
36519,4.1
23582,3.1
25057,3.7
21870,4.0
41549,4.4
12540,1.8
11605,4.3
27425,3.9
39075,3.4
41893,4.1
25007,3.6
47593,3.5
46668,4.3
12256,3.5
21857,4.2
12677,4.1
1148,3.8
9787,2.6
42600,4.2
35060,3.6
29652,4.6
21545,3.1
24888,3.2
35849,2.9
29350,4.0
14632,4.2
29308,4.3
42387,4.1
16342,3.3
27162,3.8
16946,3.5
51346,3.7
1737,2.6
2107,3.6
9057,3.7
32152,4.7
1658,3.4
31173,4.2
48350,3.0
48604,3.7
16997,4.1
10005,3.2
19800,3.7
34375,3.7
17467,3.3
47887,3.2
37221,4.2
7110,4.3
12181,3.6
507,3.8
35845,3.8
44955,4.0
46957,3.2
20416,2.9
2435,3.5
48215,3.9
38654,4.4
26401,3.5
14539,2.9
50596,3.8
29790,3.6
35670,4.1
4231,3.7
27548,3.6
33008,3.5
48102,4.3
50015,3.0
1413,3.4
21875,3.2
33894,3.6
31415,3.6
7193,3.6
45947,2.8
45747,3.9
1278,4.0
39780,4.0
37081,3.3
2528,3.9
10499,3.2
28506,4.1
20323,3.8
28546,4.1
23797,3.1
7549,2.7
44977,3.9
4021,4.1
37510,2.4
40583,3.0
698,3.7
25051,3.5
5509,4.1
49347,3.5
13512,3.6
36830,4.1
10440,3.7
49608,3.4
24612,3.3
22353,3.3
11301,3.3
9183,3.7
17535,4.4
14155,3.8
21946,3.5
9059,3.6
30964,4.2
3298,4.1
14359,3.6
36474,3.8
40332,4.3
39374,4.0
8866,3.4
18691,4.2
46064,4.3
1156,4.0
20738,3.2
6259,3.8
2315,3.4
35420,4.0
28308,4.8
26982,3.7
9614,3.2
11025,3.7
20910,3.9
8348,4.5
19603,4.2
24477,3.7
29241,3.9
44774,3.8
29958,4.3
19167,4.0
37982,4.1
11881,4.2
35941,4.4
45830,4.4
37896,4.2
44431,4.2
9809,3.8
18818,4.0
47474,4.0
25152,3.8
38488,3.9
32396,3.9
9987,4.0
36447,4.1
25719,4.3
40407,3.3
24816,3.4
45891,3.3
10029,3.3
27339,2.8
28947,4.2
44758,4.1
13674,3.2
19517,4.0
32744,4.4
10286,4.1
38279,3.4
30905,3.1
2010,3.3
14463,3.2
10960,4.1
11542,4.5
28963,4.2
8416,2.9
50499,3.7
39238,3.2
37950,3.2
26057,3.7
2823,3.9
6705,3.9
26551,4.1
29156,3.3
34421,3.7
21054,3.7
41247,3.0
41127,4.1
3853,3.5
4102,3.9
34150,2.7
5358,4.1
18388,3.9
23425,3.4
31516,3.8
47305,4.2
11567,3.9
50184,4.0
15354,3.6
49442,3.2
12502,3.8
19935,2.7
44849,3.9
8280,4.1
14965,3.5
18779,3.4
35370,3.4
1311,3.2
44721,4.3
3101,3.3
31481,4.0
15614,4.3
19001,3.1
34987,3.8
22528,4.0
25426,4.1
16007,3.7
40862,3.5
7089,2.9
37291,2.5
21267,3.3
10200,4.0
42577,3.9
2080,3.4
16413,4.0
46823,3.6
34675,3.8
27815,3.5
7191,3.2
38978,3.3
38677,4.2
2570,3.7
35443,3.1
36109,3.3
31818,3.6
47335,4.3
6989,3.2
3723,3.6
14639,4.2
36369,3.1
17796,4.4
28679,4.3
10066,3.3
25930,3.8
6476,3.6
47579,3.4
33484,3.6
49223,3.5
10559,4.1
5861,4.0
19076,3.7
22181,3.5
13066,4.1
30498,2.9
28513,3.9
14220,3.6
31182,4.1
36958,3.7
27429,3.8
42589,3.4
15361,3.2
18306,3.3
11153,3.4
27935,3.2
27201,3.7
38612,4.6
31313,4.1
38690,4.3
50114,3.9
31525,3.6
6246,3.5
5444,3.2
5978,3.9
3297,3.8
32071,4.0
671,3.9
22446,3.5
23552,3.2
37335,3.1
41427,4.1
35740,3.7
37076,3.5
631,3.9
51024,3.2
22536,3.5
27754,3.7
26008,3.9
29220,4.4
38034,3.7
36606,4.0
47424,4.2
12245,3.3
29070,3.7
11250,3.3
30939,4.1
24361,3.7
12131,3.6
7806,3.1
48752,2.5
36677,4.2
32736,3.7
32442,3.8
42399,3.6
6996,3.0
15082,4.2
26523,4.5
51593,3.7
46998,3.9
37670,4.6
10266,4.1
9363,4.4
37630,3.8
12121,3.4
8074,3.6
6910,3.5
38415,2.8
6907,4.0
24791,3.7
12597,4.1
45898,3.2
41975,2.8
12436,3.4
14638,3.7
36759,4.1
3061,4.1
36028,4.1
11434,3.8
475,4.0
38802,3.8
32720,2.8
36540,3.6
13910,2.9
25063,3.6
15641,3.5
17319,3.4
34431,4.2
28156,4.5
38676,4.1
51281,3.2
32556,3.3
2588,3.9
7220,3.6
20855,3.3
35126,3.4
33782,3.5
37612,4.3
2306,3.6
23476,2.7
4655,3.2
51125,3.6
9595,4.0
18749,3.9
17003,3.8
15926,4.4
1350,3.4
18949,3.3
47542,4.2
10470,3.1
49902,3.5
30499,3.5
45843,4.0
3696,3.4
49620,3.2
14591,3.3
24833,4.1
35908,3.5
39177,3.3
29954,2.9
25985,4.2
27451,2.6
18487,4.3
25144,4.2
2494,3.8
2012,3.2
29493,4.0
47407,3.3
41740,3.6
44498,3.6
15899,4.0
21965,3.9
5276,4.2
37126,4.0
31188,3.8
9133,4.1
27475,3.6
11840,3.6
4705,3.3
48307,3.1
24036,4.2
24127,3.8
6360,4.0
696,4.1
28227,4.0
14246,3.3
1426,3.9
38088,3.4
44271,4.1
14896,3.5
17813,4.2
22136,3.9
3952,3.6
2884,3.8
37702,3.5
12984,3.0
42603,4.4
17876,3.5
5478,3.9
19400,4.1
41166,3.8
26256,3.2
8703,3.7
35433,3.4
33296,4.2
4581,3.9
5378,4.0
50485,3.6
32529,4.3
12831,3.7
13435,4.1
4019,4.1
41522,4.6
39156,4.0
21168,3.9
44759,4.3
38240,3.8
30126,3.7
10543,4.1
14867,3.2
40324,3.5
29014,3.6
35261,4.3
23454,3.9
4031,4.0
51165,2.9
36579,4.6
50458,3.1
29654,3.9
31130,4.1
20243,3.2
38577,4.4
28309,4.6
7929,4.0
20893,4.1
12439,3.3
32313,2.6
43917,4.3
21279,4.9
30828,3.0
26238,3.0
40568,3.8
51523,3.6
12613,4.4
39545,3.8
43943,4.0
46120,4.2
11680,4.2
18145,2.7
42860,4.3
21215,3.8
15819,3.9
50800,3.7
17889,4.1
46894,4.4
48954,3.4
2304,3.3
12093,4.1
16188,3.9
15618,4.0
17608,3.7
47011,4.1
26454,3.1
18710,4.2
31685,3.8
37445,3.3
25941,3.9
40717,4.2
27263,3.7
50863,4.0
741,3.0
4326,3.0
20273,3.7
14202,3.3
37201,4.1
49213,4.3
27450,3.6
29430,3.9
6484,3.2
39455,4.2
22462,2.9
2104,3.5
12263,4.0
2492,4.1
5103,4.7
35766,3.4
38039,4.3
17013,3.9
34964,3.9
23211,3.7
50091,4.4
48127,3.6
6096,4.1
5330,3.4
40745,3.0
7437,3.6
17342,3.5
21546,3.8
24684,4.1
29019,3.6
9574,3.2
48337,3.8
2890,2.8
23805,3.7
3515,3.8
12379,4.2
37267,3.5
12499,4.2
4886,3.2
29742,4.2
4979,3.6
6490,3.1
38648,4.3
21148,3.2
45748,3.4
24481,3.0
13327,3.9
24786,3.1
51060,4.0
48951,4.1
8477,4.5
43536,3.7
27225,3.2
21207,3.2
43568,3.9
15304,3.8
42558,3.9
23680,3.8
19597,4.1
32289,4.0
19275,4.2
20171,4.0
12937,3.3
41017,3.7
32069,4.1
16581,3.6
29444,3.7
16654,3.9
41660,3.8
19910,3.1
38423,3.7
15120,3.4
26014,3.5
14148,3.8
40918,3.4
32319,3.8
376,3.5
7470,4.0
27511,4.1
33638,4.2
14096,4.2
46509,3.2
4676,3.5
50269,4.3
9861,3.6
31583,3.3
14157,2.8
26913,3.8
17343,3.2
38762,3.7
37955,3.8
30080,3.8
49339,3.9
40008,3.9
45575,2.9
42625,3.1
1286,3.3
27531,3.0
41636,3.3
29938,3.5
29668,3.6
36638,3.1
40360,3.8
23209,3.9
27753,3.3
44275,3.6
36254,3.6
43360,4.3
51123,4.2
1422,3.6
17245,3.1
44664,3.3
2558,3.8
48338,2.6
30097,3.8
47428,3.8
16103,3.2
38609,3.9
38984,3.1
33077,3.6
31279,4.2
30169,3.9
32193,4.2
9756,3.5
27453,4.9
21333,3.8
38427,3.1
48568,4.1
39624,3.7
47415,3.3
19710,4.1
48616,3.7
45593,3.4
42667,3.2
45849,4.0
10877,4.5
16577,3.0
823,3.6
50909,3.3
40487,4.1
44135,3.9
19947,3.8
8064,2.1
7519,3.2
1120,3.0
29902,3.9
11838,2.9
18839,3.3
11857,4.3
12491,4.1
9288,3.7
34924,3.9
49693,3.0
32168,4.4
49750,2.1
22052,3.9
44990,4.3
23859,4.1
10087,3.3
50523,3.6
2551,3.8
35913,3.8
49811,3.1
5372,3.9
8410,4.0
9439,3.3
14876,4.3
29869,3.3
28234,3.5
21067,4.1
5238,2.5
7494,2.8
15790,3.9
38789,4.1
16298,3.9
26293,3.7
22979,3.3
8419,4.1
11208,3.2
45877,4.0
27273,3.7
49164,3.7
31073,4.1
25212,4.4
17914,4.1
35604,3.6
35232,3.9
10075,3.3
25764,3.6
12135,2.8
48179,4.4
46373,3.7
30442,3.8
47330,3.6
29208,4.4
14796,3.8
7235,2.6
305,4.1
5355,3.7
28196,3.9
12786,3.4
29972,3.7
13146,3.6
38124,4.5
15378,3.8
46893,3.2
51600,3.2
20360,3.2
12421,3.7
447,3.5
39194,3.8
40050,3.9
24598,3.4
30956,3.9
24372,3.7
24440,4.4
16468,3.5
36694,4.6
51402,3.2
15830,4.0
51588,3.3
36257,3.3
24996,3.7
22319,3.1
44702,3.7
2282,3.9
48640,3.5
2761,3.4
33532,3.4
13570,3.6
27505,4.1
29791,3.6
14864,4.3
50687,3.1
25923,4.1
34695,4.0
29849,3.9
2562,4.2
40511,4.4
47491,3.5
20653,3.2
51715,4.3
13344,4.0
13662,3.9
9579,3.5
614,3.2
24602,3.7
38689,4.4
28846,3.1
37826,3.4
11788,4.4
46045,3.2
28796,3.3
18343,4.2
38695,4.3
41121,2.9
1279,3.7
51530,3.2
38712,4.0
44031,3.1
46699,3.5
27039,3.8
28310,4.5
2720,3.3
10347,3.6
45663,3.2
36729,4.4
33134,3.8
29690,3.8
37676,4.5
11862,3.9
26042,4.0
24289,2.9
21101,3.8
18394,3.7
31681,3.5
33961,4.5
46086,3.8
42333,3.8
41391,3.8
30247,3.9
9262,4.1
26851,4.1
50263,4.1
48761,4.4
8422,4.0
6410,3.3
10126,3.2
13725,2.9
17262,3.7
17113,3.5
32726,4.0
36863,3.5
24441,3.5
46501,3.4
40985,4.0
38129,3.3
4104,3.1
51420,3.9
5321,3.7
4224,3.6
5156,4.1
1735,3.5
4385,3.0
39647,3.9
50170,3.9
9202,4.0
17092,3.3
6640,2.7
46042,3.1
37264,3.6
29888,4.1
47705,3.6
37130,3.9
39739,3.4
23368,3.9
32384,3.3
30058,2.9
29056,3.3
22143,3.3
23016,3.2
45834,4.0
15063,4.1
3109,3.5
31377,3.5
24655,3.1
17862,3.6
18775,4.0
13322,4.1
47233,3.9
11247,4.2
29780,4.0
31728,3.5
9257,3.8
21998,3.0
24190,3.9
22489,3.7
43808,3.4
27886,3.6
27792,3.7
31588,3.3
44875,4.3
46906,4.0
51383,3.8
16358,3.2
26119,4.4
26710,4.0
8374,4.1
32930,4.2
11171,2.6
37157,3.9
48940,3.9
37614,4.7
25854,3.3
4007,3.7
32382,4.2
26164,3.9
8426,4.2
784,3.9
41770,3.4
857,3.7
48757,3.1
48431,4.4
33040,3.7
27794,3.5
36360,2.8
40786,3.9
43615,3.1
21063,4.1
29342,4.1
51239,3.3
42512,4.0
48376,3.4
15868,3.7
7938,3.5
23123,3.9
50342,3.0
22869,3.1
17244,3.8
4325,3.1
26890,3.6
51366,2.8
35173,3.8
16928,3.6
16782,3.1
33393,3.3
23486,3.3
24456,3.7
32030,3.3
43992,3.7
16025,3.7
24722,3.7
45876,4.2
49463,3.8
1070,3.7
42256,3.8
5576,4.0
38197,4.0
7845,3.3
24934,3.6
26790,3.9
23629,4.0
21788,4.1
25763,3.7
35101,3.9
8008,3.6
15681,3.8
43589,3.4
34128,3.5
43265,4.6
21939,3.9
16047,2.6
39115,3.2
28636,3.4
41329,3.9
24059,3.4
31059,4.6
16666,3.5
22522,3.7
51475,2.9
35165,4.3
2048,2.3
49138,3.9
34500,3.5
11481,3.8
26220,3.7
50,3.7
49299,2.6
48926,3.5
50378,3.4
23378,3.2
12584,4.6
31338,3.7
5925,4.1
16559,3.3
35992,3.0
44444,3.9
45506,3.9
6968,4.1
38957,3.8
43538,3.9
33245,3.7
12904,3.2
14175,3.6
29290,4.2
47686,3.4
9420,3.1
30648,3.6
39828,3.2
26316,3.2
21506,3.8
39773,3.2
9578,3.6
9232,4.1
33654,4.2
45926,4.0
41374,3.8
37943,4.4
24048,3.1
42025,3.2
32592,3.4
49653,4.1
40258,4.2
24991,3.7
2525,3.8
1398,4.1
6053,4.6
50245,3.9
20905,3.6
40787,3.2
11923,4.3
33601,3.2
34037,3.9
26412,3.4
14627,4.3
5949,4.4
48050,3.4
29262,4.3
44422,3.5
34855,3.2
793,4.1
29680,4.1
28267,3.8
14914,3.0
12151,3.2
25507,2.9
31562,3.8
14836,4.0
931,3.7
38949,3.6
18146,3.8
8420,4.0
23853,4.3
18827,2.5
34519,3.3
40455,3.4
16817,3.7
51052,4.2
2926,3.7
48073,3.8
47522,3.7
37839,3.9
42858,4.4
6202,4.1
11482,3.4
26697,3.1
24068,3.7
6064,4.3
20134,4.0
18386,2.7
11470,4.1
11713,3.5
22387,3.5
26595,4.1
6263,3.8
16454,3.9
26600,4.1
44521,4.0
2569,4.1
45740,3.6
23676,3.7
32676,3.5
42648,2.9
34621,3.5
24244,4.3
46636,3.3
40342,4.2
5389,4.0
35340,3.9
7564,4.0
15644,3.6
35417,4.2
10271,4.1
46730,3.9
15471,3.0
41792,3.8
13859,3.3
27040,2.9
13848,3.5
29073,3.2
43907,4.2
45181,3.2
21551,2.7
27703,3.2
38727,4.3
8000,3.9
26640,4.2
39381,2.9
15936,3.8
17131,3.9
18704,4.4
41970,3.5
46073,4.0
307,4.0
37719,3.8
50209,4.2
30914,3.8
36484,3.5
42351,3.7
32417,4.1
1378,3.8
42244,4.1
27576,3.6
51328,3.9
32307,3.2
7209,3.6
36462,3.9
12211,3.9
7795,2.4
11001,4.0
35437,3.7
18787,3.9
12223,3.5
38210,2.9
43703,3.1
11762,4.3
28801,3.3
24927,3.3
4309,3.4
34046,4.4
29695,3.9
31407,3.6
36955,3.7
11604,4.4
13057,4.2
33307,3.7
49712,3.2
42363,3.7
12207,4.2
21994,3.1
11566,3.9
3000,4.1
15276,3.2
42844,3.9
12607,4.4
38782,4.1
43745,4.0
49734,3.7
31253,4.2
8790,3.9
15032,3.7
39569,4.2
42250,4.2
3473,3.8
25469,3.9
35097,4.1
4417,3.6
2903,3.9
37967,3.8
30972,4.0
4524,3.8
18908,4.0
16603,3.7
40451,3.3
35957,4.0
8722,2.8
2247,4.2
38365,3.6
31018,3.7
5943,4.3
7226,3.1
11787,4.6
3511,3.5
4663,3.6
9783,3.1
27847,3.8
44610,3.4
11253,2.7
10223,3.3
48831,4.1
41010,3.6
29720,3.4
44386,4.3
26344,3.8
24269,4.1
47199,3.4
30272,3.8
30372,3.2
41024,4.3
10219,4.0
49605,3.6
50528,3.5
40707,3.8
34617,3.3
28702,3.7
39328,4.3
4465,3.7
29006,3.7
1522,4.0
26967,3.3
8307,3.9
40719,3.5
23850,4.2
7982,3.4
5142,3.5
42338,4.1
39813,3.3
29228,4.3
25816,2.6
38650,4.3
49967,2.6
30353,3.3
34847,4.1
7743,3.2
50688,3.5
29210,4.2
34187,3.4
10328,3.4
23348,3.8
33945,4.6
2228,3.2
19531,3.9
13934,3.5
14321,3.1
19294,3.9
11631,3.7
51272,2.9
40975,3.8
7036,4.0
23526,3.4
6725,4.1
35220,4.4
7396,3.1
8177,3.2
6297,3.1
11201,3.8
23619,4.1
22663,4.1
4891,3.6
35115,3.7
30642,3.8
5145,3.3
35244,3.7
928,4.0
13579,3.0
11874,3.6
7796,3.5
9322,3.2
37845,4.1
37144,3.9
16197,3.9
7061,4.0
18994,2.9
29805,3.6
6307,3.3
12685,4.2
46545,3.3
35527,4.2
25067,3.3
38472,4.3
22958,2.9
1078,4.0
21665,3.6
27272,3.5
22614,3.7
35145,3.8
38597,3.9
10139,3.3
15893,3.0
26540,4.1
23844,4.4
33459,3.5
22570,3.4
46339,4.1
12383,4.4
35720,4.0
6776,4.3
17819,4.0
42623,3.2
14912,4.1
5505,3.4
17857,3.9
4000,3.9
31994,3.9
50287,2.9
42000,4.1
44063,3.7
30031,4.4
39784,3.9
5910,3.4
13838,3.0
33661,4.2
38664,4.3
6826,4.0
5672,3.8
33211,3.7
6286,4.0
45038,4.3
44820,3.9
45444,3.4
28082,3.8
35451,3.8
3738,4.1
44581,3.5
18134,4.0
37929,3.9
3141,3.3
11065,3.9
941,4.1
33070,3.9
34261,3.6
37533,3.4
39036,3.3
33145,3.7
19973,3.7
39192,3.5
41627,4.0
35576,3.5
13514,3.8
22865,3.1
34883,4.4
18174,3.3
17397,3.6
2659,3.2
19711,3.5
40635,3.1
20761,3.2
44050,3.4
11918,3.1
31729,3.7
21669,3.4
13062,4.1
46370,3.0
9979,4.1
36797,3.6
32209,4.0
43254,4.4
22424,3.6
37459,3.7
13263,3.7
51659,4.4
49503,3.3
23924,4.0
29395,3.9
21386,4.4
18677,4.5
10659,3.2
33183,3.1
7934,3.5
17617,3.4
33390,3.5
13743,3.6
47485,3.9
9526,4.4
47798,4.2
11083,4.0
39369,3.9
48916,3.6
47432,4.1
20027,3.6
39059,3.5
19550,3.9
16220,4.1
51072,4.4
38187,2.1
2804,3.9
8676,3.2
33158,3.7
37443,2.9
21711,3.5
11986,3.8
25251,3.8
13534,3.8
20979,3.7
39985,3.5
37159,3.7
12187,3.6
46352,4.2
33099,4.1
47268,4.0
43423,4.0
25181,4.0
16887,3.6
34666,4.8
46024,3.1
32184,4.1
24162,2.9
24717,4.1
38794,2.9
16818,4.1
28686,4.2
2740,2.6
30637,3.3
14557,4.0
